129,104.5,49.9231904,4860.908844,,,,
130,104.5,50.52760878,4877.483598,,,,
131,104.5,51.12897916,4895.023872,,,,
132,104.5,51.72730154,4911.437707,,,,
133,104.5,52.32257593,4928.977981,,,,
134,104.5,52.91419271,4946.518256,,,,
135,104.5,53.50276149,4964.05853,,,,
136,104.5,54.08767267,4982.725244,,,,
137,104.5,54.66923105,5001.391958,,,,
138,104.5,55.24743663,5020.058671,,,,
139,104.5,55.82228941,5038.725385,,,,
140,104.5,56.3934846,5058.518539,,,,
141,104.5,56.96163178,5077.185253,,,,
142,104.5,57.52642616,5096.817486,,,,
143,104.5,58.08756294,5116.61064,,,,
144,104.5,58.64534692,5136.403793,,,,
145,104.5,59.19977811,5157.162466,,,,
146,104.5,59.75055169,5176.95562,,,,
147,104.5,60.29797247,5197.875213,,,,
148,104.5,60.84204045,5218.633886,,,,
149,104.5,61.91950842,5261.438592,,,,
150,104.5,62.4532132,5282.358185,,,,
151,104.5,62.98356518,5304.243298,,,,
