GPSSecondsToday,Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),Thermocouple 5 (deg C),Thermocouple 6 (deg C),Thermocouple 7 (deg C),PANELT (deg C),Thermocouple 9 (deg C),EGT R (deg C),Thermocouple 11 (deg C),EGT L (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),CTL TEMPERATURE (deg C),OIL T TEMPERATURE (deg C),CARB TEMPERATURE (deg C),FUEL PRESSURE (PSI),ELEV POSITION (%),GEAR CONTACT (V),GP Input 7,GP Input 8,FUEL L LEVEL (gal),FUEL R LEVEL (gal),OIL P PRESSURE (PSI),CTR TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,
51953.940,1493.38,2,9,2021-03-29 14:25:53,-33.59043,+21.82771,8396,54.8,283.6,+26.8,,,,,14:25:54,+11.2,-0.6,306.7,61.6,+8014,-0.2,-0.01,+0.9,62,+366,+12,71.1,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5495,5495,21.9,0.0,0.0,4.6,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+677,,+745,,,+94.1,+111.5,+39.1,+4.6,-90,+4.996,,,+7.7,+7.5,+57.5,+24.0,,,,,
51954.060,1493.50,2,9,2021-03-29 14:25:54,-33.59042,+21.82765,8396,54.9,283.7,+26.8,,,,,14:25:54,+11.2,-0.5,306.7,61.6,+8015,-0.2,-0.01,+0.9,62,+352,+12,71.1,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5495,5495,21.9,0.0,0.0,4.6,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+94.0,+111.4,+39.1,+4.6,-90,+4.996,,,+7.7,+7.5,+57.5,+23.6,,,,,
51954.180,1493.62,2,9,2021-03-29 14:25:54,-33.59040,+21.82759,8398,55.1,283.7,+26.8,,,,,14:25:54,+11.1,-0.4,306.8,61.8,+8015,-0.1,-0.01,+0.9,62,+344,+12,71.3,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5498,5498,21.9,0.0,0.0,4.6,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.9,+111.2,+39.1,+4.6,-90,+4.996,,,+7.6,+7.5,+57.4,+22.1,,,,,
51954.310,1493.75,2,9,2021-03-29 14:25:54,-33.59040,+21.82759,8398,55.1,283.7,+26.8,,,,,14:25:54,+11.0,-0.4,306.9,62.0,+8015,-0.1,-0.01,+0.9,62,+331,+12,71.6,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5498,5498,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.9,+111.1,+39.1,+4.7,-90,+4.996,,,+7.6,+7.5,+57.5,+23.8,,,,,
51954.440,1493.88,2,9,2021-03-29 14:25:54,-33.59039,+21.82753,8399,55.3,283.8,+26.8,,,,,14:25:54,+10.7,-0.4,306.9,62.3,+8016,-0.0,-0.01,+0.9,62,+324,+12,71.9,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5500,5500,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+94.0,+111.2,+39.1,+4.8,-90,+4.996,,,+7.6,+7.5,+57.5,+24.2,,,,,
51954.560,1494.00,2,9,2021-03-29 14:25:54,-33.59038,+21.82747,8400,55.5,283.9,+26.8,,,,,14:25:54,+10.5,-0.4,307.0,62.4,+8016,-0.0,-0.01,+0.9,61,+316,+12,72.0,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5500,5500,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+94.0,+111.3,+39.1,+4.8,-90,+4.996,,,+7.6,+7.5,+57.4,+23.4,,,,,
51954.680,1494.12,2,9,2021-03-29 14:25:54,-33.59038,+21.82747,8400,55.5,283.9,+26.8,,,,,14:25:54,+10.2,-0.3,307.0,62.6,+8017,+0.0,-0.01,+0.9,61,+301,+12,72.2,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5498,5498,21.9,0.0,0.0,4.9,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+94.0,+111.3,+39.1,+4.9,-90,+4.996,,,+7.6,+7.5,+57.5,+24.5,,,,,
51954.810,1494.25,2,9,2021-03-29 14:25:54,-33.59037,+21.82741,8401,55.6,283.9,+26.8,,,,,14:25:55,+9.9,-0.3,307.1,62.7,+8017,+0.1,-0.01,+0.9,61,+294,+12,72.3,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5498,5498,21.9,0.0,0.0,4.9,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.9,+111.2,+39.1,+4.9,-90,+4.996,,,+7.6,+7.5,+57.5,+24.4,,,,,
51954.940,1494.38,2,9,2021-03-29 14:25:54,-33.59037,+21.82741,8402,55.6,283.9,+26.8,,,,,14:25:55,+9.6,-0.3,307.1,62.8,+8017,+0.1,-0.01,+0.9,60,+284,+12,72.5,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5500,5500,21.9,0.0,0.0,4.9,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.9,+111.2,+39.1,+4.9,-90,+4.996,,,+7.6,+7.5,+57.5,+24.1,,,,,
51955.060,1494.50,2,9,2021-03-29 14:25:55,-33.59035,+21.82735,8402,55.8,284.0,+26.8,,,,,14:25:55,+9.2,-0.3,307.1,63.0,+8018,+0.1,-0.01,+0.9,59,+274,+12,72.8,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5500,5500,21.9,0.0,0.0,4.9,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+94.1,+111.5,+39.1,+4.9,-90,+4.996,,,+7.6,+7.5,+57.5,+26.2,,,,,
51955.180,1494.62,2,9,2021-03-29 14:25:55,-33.59034,+21.82729,8403,56.2,284.1,+26.8,,,,,14:25:55,+9.0,-0.3,307.2,63.4,+8018,+0.1,-0.01,+0.9,58,+259,+12,73.1,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5501,5501,21.9,0.0,0.0,4.9,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+94.1,+111.5,+39.1,+4.9,-90,+4.996,,,+7.6,+7.5,+57.4,+25.7,,,,,
51955.310,1494.75,2,9,2021-03-29 14:25:55,-33.59034,+21.82729,8403,56.2,284.1,+26.8,,,,,14:25:55,+8.6,-0.2,307.3,63.8,+8018,+0.1,-0.01,+0.9,58,+239,+12,73.6,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5501,5501,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+94.0,+111.3,+39.1,+4.8,-90,+4.996,,,+7.6,+7.5,+57.3,+24.3,,,,,
51955.440,1494.88,2,9,2021-03-29 14:25:55,-33.59033,+21.82723,8403,56.5,284.3,+26.8,,,,,14:25:55,+8.4,-0.0,307.4,63.8,+8018,+0.1,-0.01,+0.9,57,+228,+12,73.6,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5505,5505,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.9,+111.1,+39.1,+4.8,-90,+4.996,,,+7.6,+7.5,+57.4,+24.5,,,,,
51955.560,1495.00,2,9,2021-03-29 14:25:55,-33.59032,+21.82717,8404,56.7,284.2,+26.8,,,,,14:25:55,+8.2,+0.1,307.5,64.0,+8018,+0.2,-0.01,+0.9,58,+210,+12,73.9,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5505,5505,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.8,+111.0,+39.1,+4.7,-90,+4.996,,,+7.6,+7.5,+57.4,+24.3,,,,,
51955.680,1495.12,2,9,2021-03-29 14:25:55,-33.59032,+21.82717,8404,56.7,284.2,+26.8,,,,,14:25:55,+8.0,+0.3,307.6,64.1,+8018,+0.2,-0.01,+0.9,58,+183,+12,74.0,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5503,5503,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.9,+111.2,+39.1,+4.7,-90,+4.996,,,+7.6,+7.5,+57.4,+23.7,,,,,
51955.810,1495.25,2,9,2021-03-29 14:25:55,-33.59030,+21.82710,8404,57.0,284.2,+26.8,,,,,14:25:56,+7.9,+0.4,307.8,64.3,+8018,+0.3,-0.01,+0.9,57,+173,+12,74.2,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5503,5503,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+94.0,+111.3,+39.1,+4.7,-90,+4.996,,,+7.6,+7.5,+57.4,+24.4,,,,,
51955.940,1495.38,2,9,2021-03-29 14:25:55,-33.59030,+21.82710,8404,57.0,284.2,+26.8,,,,,14:25:56,+7.8,+0.5,308.0,64.4,+8018,+0.4,-0.01,+0.9,58,+169,+12,74.3,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5501,5501,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+677,,+745,,,+94.0,+111.3,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.4,+23.5,,,,,
51956.060,1495.50,2,9,2021-03-29 14:25:56,-33.59029,+21.82704,8404,57.3,284.4,+26.8,,,,,14:25:56,+7.8,+0.6,308.1,64.6,+8018,+0.5,-0.01,+0.9,58,+165,+12,74.6,29.92,+9559,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5501,5501,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+677,,+745,,,+93.9,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.4,+23.6,,,,,
51956.180,1495.62,2,9,2021-03-29 14:25:56,-33.59027,+21.82698,8405,57.6,284.5,+26.8,,,,,14:25:56,+7.6,+0.7,308.2,65.0,+8018,+0.5,-0.02,+0.9,57,+143,+12,75.1,29.92,+9565,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5502,5502,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+94.0,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.5,+23.8,,,,,
51956.310,1495.75,2,9,2021-03-29 14:25:56,-33.59027,+21.82698,8405,57.6,284.5,+26.8,,,,,14:25:56,+7.5,+0.7,308.2,65.1,+8018,+0.5,-0.02,+0.9,57,+138,+12,75.1,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5502,5502,21.9,0.0,0.0,4.9,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+94.1,+111.4,+39.0,+4.9,-90,+4.996,,,+7.6,+7.5,+57.5,+24.3,,,,,
51956.440,1495.88,2,9,2021-03-29 14:25:56,-33.59026,+21.82692,8404,57.9,284.5,+26.8,,,,,14:25:56,+7.3,+0.4,308.1,65.3,+8018,+0.5,-0.02,+0.9,57,+128,+12,75.3,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5502,5502,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+94.1,+111.5,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.4,+25.4,,,,,
51956.560,1496.00,2,9,2021-03-29 14:25:56,-33.59025,+21.82685,8404,58.3,284.8,+26.8,,,,,14:25:56,+7.3,+0.1,308.0,65.5,+8018,+0.4,-0.02,+0.9,57,+121,+12,75.6,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5502,5502,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+94.0,+111.3,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.2,+25.7,,,,,
51956.680,1496.12,2,9,2021-03-29 14:25:56,-33.59025,+21.82685,8404,58.3,284.8,+26.8,,,,,14:25:56,+7.2,-0.3,307.9,65.6,+8018,+0.3,-0.02,+1.0,57,+106,+12,75.7,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5506,5506,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+745,,,+93.8,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.3,+25.1,,,,,
51956.810,1496.25,2,9,2021-03-29 14:25:56,-33.59024,+21.82679,8404,58.6,284.7,+26.8,,,,,14:25:57,+7.2,-0.7,307.8,65.7,+8018,+0.2,-0.02,+0.9,57,+93,+12,75.8,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5506,5506,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.8,+111.0,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.3,+24.8,,,,,
51956.940,1496.38,2,9,2021-03-29 14:25:56,-33.59024,+21.82679,8404,58.6,284.7,+26.8,,,,,14:25:57,+7.2,-1.0,307.7,65.8,+8018,+0.0,-0.02,+0.9,57,+78,+12,76.0,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5507,5507,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.8,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.4,+25.2,,,,,
51957.060,1496.50,2,9,2021-03-29 14:25:57,-33.59023,+21.82672,8404,59.1,284.7,+26.8,,,,,14:25:57,+7.2,-1.3,307.6,66.0,+8018,-0.1,-0.01,+1.0,57,+58,+12,76.2,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5507,5507,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.9,+111.3,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.5,+24.3,,,,,
51957.180,1496.62,2,9,2021-03-29 14:25:57,-33.59021,+21.82666,8402,59.4,284.4,+26.8,,,,,14:25:57,+7.2,-1.4,307.5,66.2,+8018,-0.2,-0.01,+1.0,57,+33,+12,76.5,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5502,5502,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.9,+111.3,+39.0,+4.7,-90,+4.996,,,+7.6,+7.5,+57.5,+24.4,,,,,
51957.310,1496.75,2,9,2021-03-29 14:25:57,-33.59021,+21.82666,8402,59.4,284.4,+26.8,,,,,14:25:57,+7.2,-1.5,307.5,66.4,+8018,-0.3,-0.01,+1.0,57,+22,+12,76.6,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5502,5502,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.8,+111.2,+39.0,+4.7,-90,+4.996,,,+7.6,+7.5,+57.4,+24.6,,,,,
51957.440,1496.88,2,9,2021-03-29 14:25:57,-33.59020,+21.82659,8401,59.9,284.7,+26.8,,,,,14:25:57,+7.2,-1.6,307.4,66.4,+8018,-0.4,-0.01,+1.0,57,+8,+12,76.6,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5509,5509,21.9,0.0,0.0,4.6,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.9,+111.2,+39.0,+4.6,-90,+4.996,,,+7.6,+7.5,+57.4,+23.7,,,,,
51957.560,1497.00,2,9,2021-03-29 14:25:57,-33.59018,+21.82653,8401,60.2,284.6,+26.8,,,,,14:25:57,+7.2,-1.6,307.4,66.6,+8018,-0.4,-0.01,+1.0,57,-5,+12,76.8,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5509,5509,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+94.0,+111.5,+39.0,+4.7,-90,+4.996,,,+7.6,+7.5,+57.4,+23.5,,,,,
51957.680,1497.12,2,9,2021-03-29 14:25:57,-33.59018,+21.82653,8401,60.2,284.6,+26.8,,,,,14:25:57,+7.2,-1.6,307.4,66.8,+8018,-0.5,-0.01,+1.0,56,-21,+12,77.1,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5508,5508,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+94.0,+111.5,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.4,+25.0,,,,,
51957.810,1497.25,2,9,2021-03-29 14:25:57,-33.59017,+21.82647,8400,60.4,284.4,+26.8,,,,,14:25:58,+7.2,-1.6,307.4,66.9,+8018,-0.5,-0.01,+1.0,56,-32,+12,77.2,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5508,5508,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.9,+111.3,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.4,+23.9,,,,,
51957.940,1497.38,2,9,2021-03-29 14:25:57,-33.59017,+21.82647,8400,60.4,284.4,+26.8,,,,,14:25:58,+7.1,-1.6,307.4,67.4,+8018,-0.4,-0.01,+1.0,56,-43,+12,77.8,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5507,5507,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+675,,+744,,,+93.8,+111.1,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.5,+23.2,,,,,
51958.060,1497.50,2,9,2021-03-29 14:25:58,-33.59016,+21.82640,8400,60.9,284.4,+26.8,,,,,14:25:58,+7.0,-1.5,307.4,67.4,+8018,-0.4,-0.01,+1.0,55,-54,+12,77.8,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5507,5507,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+675,,+744,,,+93.8,+111.0,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.5,+24.6,,,,,
51958.180,1497.62,2,9,2021-03-29 14:25:58,-33.59014,+21.82633,8399,61.1,284.3,+26.8,,,,,14:25:58,+6.9,-1.4,307.4,67.6,+8018,-0.4,-0.01,+1.0,55,-68,+12,78.0,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5509,5509,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.8,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.4,+24.3,,,,,
51958.310,1497.75,2,9,2021-03-29 14:25:58,-33.59014,+21.82633,8399,61.1,284.3,+26.8,,,,,14:25:58,+6.8,-1.3,307.5,67.7,+8018,-0.4,-0.01,+0.9,55,-78,+12,78.1,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5509,5509,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.8,+111.2,+39.0,+4.7,-90,+4.996,,,+7.6,+7.5,+57.5,+23.8,,,,,
51958.440,1497.88,2,9,2021-03-29 14:25:58,-33.59013,+21.82627,8399,61.4,284.2,+26.8,,,,,14:25:58,+6.7,-1.1,307.5,67.9,+8018,-0.3,-0.01,+1.0,54,-88,+12,78.4,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5510,5510,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.9,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.5,+25.0,,,,,
51958.560,1498.00,2,9,2021-03-29 14:25:58,-33.59011,+21.82620,8398,62.0,284.4,+26.8,,,,,14:25:58,+6.6,-0.9,307.6,68.0,+8018,-0.3,-0.01,+0.9,54,-93,+12,78.5,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5510,5510,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.8,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.4,+24.2,,,,,
51958.680,1498.12,2,9,2021-03-29 14:25:58,-33.59011,+21.82620,8398,62.0,284.4,+26.8,,,,,14:25:58,+6.5,-0.7,307.7,68.2,+8018,-0.2,-0.01,+1.0,54,-108,+12,78.8,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5511,5511,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.9,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.2,+23.5,,,,,
51958.810,1498.25,2,9,2021-03-29 14:25:58,-33.59010,+21.82614,8398,62.4,284.5,+26.8,,,,,14:25:59,+6.5,-0.4,307.7,68.4,+8018,-0.1,-0.01,+1.0,54,-118,+12,79.0,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5511,5511,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+94.0,+111.4,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.2,+23.8,,,,,
51958.940,1498.38,2,9,2021-03-29 14:25:58,-33.59010,+21.82614,8397,62.4,284.5,+26.8,,,,,14:25:59,+6.5,-0.2,307.8,68.7,+8018,-0.0,-0.01,+1.0,54,-127,+12,79.2,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5510,5510,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+94.0,+111.5,+39.0,+4.8,-90,+4.998,,,+7.6,+7.5,+57.3,+24.1,,,,,
51959.060,1498.50,2,9,2021-03-29 14:25:59,-33.59008,+21.82607,8397,62.7,284.6,+26.8,,,,,14:25:59,+6.5,+0.0,307.9,68.8,+8018,+0.1,-0.01,+1.0,54,-135,+12,79.4,29.92,+9564,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5510,5510,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.9,+111.3,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.4,+24.2,,,,,
51959.180,1498.62,2,9,2021-03-29 14:25:59,-33.59007,+21.82600,8396,62.9,284.5,+26.8,,,,,14:25:59,+6.5,+0.2,308.0,69.0,+8017,+0.1,-0.01,+1.0,54,-143,+12,79.6,29.92,+9563,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5511,5511,21.9,0.0,0.0,4.7,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.8,+111.1,+39.0,+4.7,-90,+4.996,,,+7.6,+7.5,+57.5,+25.3,,,,,
51959.310,1498.75,2,9,2021-03-29 14:25:59,-33.59007,+21.82600,8396,62.9,284.5,+26.8,,,,,14:25:59,+6.5,+0.4,308.1,69.5,+8016,+0.2,-0.01,+1.0,54,-144,+12,80.2,29.92,+9562,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5511,5511,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.8,+111.0,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.6,+24.6,,,,,
51959.440,1498.88,2,9,2021-03-29 14:25:59,-33.59005,+21.82593,8395,63.5,284.6,+26.8,,,,,14:25:59,+6.5,+0.5,308.1,69.7,+8016,+0.2,-0.01,+1.0,54,-151,+12,80.5,29.92,+9562,296,17,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5512,5512,21.9,0.0,0.0,4.8,,,10.5,13.7,,-2.0,208.3,188.0,,,,,,,,+28,,+676,,+744,,,+93.8,+111.2,+39.0,+4.8,-90,+4.996,,,+7.6,+7.5,+57.7,+24.0,,,,,
