GPSSecondsToday,Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),Thermocouple 5 (deg C),Thermocouple 6 (deg C),Thermocouple 7 (deg C),PANELT (deg C),Thermocouple 9 (deg C),EGT R (deg C),Thermocouple 11 (deg C),EGT L (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),CTL TEMPERATURE (deg C),OIL T TEMPERATURE (deg C),CARB TEMPERATURE (deg C),FUEL PRESSURE (PSI),ELEV POSITION (%),GEAR CONTACT (V),GP Input 7,GP Input 8,FUEL L LEVEL (gal),FUEL R LEVEL (gal),OIL P PRESSURE (PSI),CTR TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,
52024.560,1564.00,2,9,2021-03-29 14:27:04,-33.58192,+21.79400,8319,108.2,282.6,+26.7,,,,,14:27:04,+2.9,+0.2,302.0,106.4,+7963,-0.2,+0.02,+1.0,25,-155,+12,122.7,29.92,+9501,268,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5542,5542,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+684,,+738,,,+92.0,+106.9,+34.2,+4.7,-97,+4.996,,,+7.6,+7.6,+60.3,+34.9,,,,,
52024.680,1564.12,2,9,2021-03-29 14:27:04,-33.58192,+21.79400,8319,108.2,282.6,+26.7,,,,,14:27:04,+2.9,+0.2,302.0,106.4,+7962,-0.2,+0.02,+1.0,25,-162,+12,122.7,29.92,+9501,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5544,5544,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+684,,+738,,,+92.0,+106.8,+34.2,+4.7,-97,+4.996,,,+7.6,+7.6,+60.3,+33.7,,,,,
52024.810,1564.25,2,9,2021-03-29 14:27:04,-33.58190,+21.79388,8318,108.2,282.6,+26.7,,,,,14:27:05,+2.9,+0.2,302.0,106.3,+7962,-0.2,+0.02,+1.0,25,-157,+12,122.6,29.92,+9501,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5544,5544,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+685,,+738,,,+92.0,+107.0,+34.2,+4.7,-97,+4.996,,,+7.6,+7.6,+60.3,+33.5,,,,,
52024.940,1564.38,2,9,2021-03-29 14:27:04,-33.58190,+21.79388,8318,108.2,282.6,+26.7,,,,,14:27:05,+2.9,+0.1,302.0,106.3,+7962,-0.2,+0.02,+1.0,25,-147,+12,122.6,29.92,+9501,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5542,5542,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+685,,+738,,,+92.1,+107.1,+34.1,+4.7,-97,+4.996,,,+7.6,+7.6,+60.3,+34.3,,,,,
52025.060,1564.50,2,9,2021-03-29 14:27:05,-33.58188,+21.79377,8318,108.2,282.6,+26.7,,,,,14:27:05,+2.9,+0.1,302.0,106.3,+7961,-0.1,+0.03,+1.0,25,-154,+12,122.6,29.92,+9501,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5542,5542,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+685,,+738,,,+92.0,+107.0,+34.1,+4.7,-97,+4.996,,,+7.6,+7.6,+60.4,+35.5,,,,,
52025.180,1564.62,2,9,2021-03-29 14:27:05,-33.58186,+21.79365,8318,108.3,282.5,+26.7,,,,,14:27:05,+2.9,+0.3,302.0,106.3,+7960,-0.1,+0.02,+1.0,25,-159,+12,122.6,29.92,+9501,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5538,5538,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+685,,+738,,,+91.9,+106.8,+34.1,+4.7,-97,+4.996,,,+7.6,+7.6,+60.6,+34.7,,,,,
52025.310,1564.75,2,9,2021-03-29 14:27:05,-33.58186,+21.79365,8318,108.3,282.5,+26.7,,,,,14:27:05,+2.9,+0.3,302.0,106.2,+7960,-0.1,+0.02,+1.0,25,-159,+12,122.4,29.92,+9501,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5538,5538,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+685,,+738,,,+91.9,+106.8,+34.1,+4.7,-97,+4.996,,,+7.6,+7.6,+60.6,+33.7,,,,,
52025.440,1564.88,2,9,2021-03-29 14:27:05,-33.58183,+21.79354,8318,108.3,282.5,+26.7,,,,,14:27:05,+2.9,+0.3,301.9,106.2,+7960,-0.1,+0.02,+1.0,24,-149,+12,122.4,29.92,+9501,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5540,5540,22.0,0.0,0.0,4.5,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+685,,+738,,,+91.8,+106.7,+34.1,+4.5,-97,+4.996,,,+7.6,+7.6,+60.6,+33.1,,,,,
52025.560,1565.00,2,9,2021-03-29 14:27:05,-33.58181,+21.79342,8317,108.3,282.5,+26.7,,,,,14:27:05,+3.0,+0.2,301.8,106.1,+7960,-0.1,+0.02,+1.0,24,-141,+12,122.4,29.92,+9501,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5540,5540,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+685,,+738,,,+91.9,+106.8,+34.1,+4.6,-97,+4.996,,,+7.6,+7.6,+60.5,+35.6,,,,,
52025.680,1565.12,2,9,2021-03-29 14:27:05,-33.58181,+21.79342,8317,108.3,282.5,+26.7,,,,,14:27:05,+3.0,+0.1,301.7,106.1,+7959,-0.1,+0.02,+1.0,24,-149,+12,122.4,29.92,+9501,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5541,5541,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+685,,+738,,,+91.9,+106.8,+34.0,+4.7,-97,+4.996,,,+7.6,+7.6,+60.5,+36.3,,,,,
52025.810,1565.25,2,9,2021-03-29 14:27:05,-33.58179,+21.79330,8317,108.3,282.4,+26.7,,,,,14:27:06,+3.0,-0.1,301.6,106.0,+7959,-0.2,+0.02,+1.0,24,-146,+12,122.3,29.92,+9501,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5541,5541,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+685,,+738,,,+91.9,+106.8,+34.0,+4.7,-97,+4.996,,,+7.6,+7.6,+60.5,+36.1,,,,,
52025.940,1565.38,2,9,2021-03-29 14:27:05,-33.58179,+21.79330,8317,108.3,282.4,+26.7,,,,,14:27:06,+3.1,-0.2,301.5,106.0,+7959,-0.3,+0.02,+1.0,25,-148,+12,122.3,29.92,+9501,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5544,5544,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+685,,+738,,,+91.9,+106.8,+34.0,+4.7,-97,+4.996,,,+7.6,+7.6,+60.5,+36.9,,,,,
52026.060,1565.50,2,9,2021-03-29 14:27:06,-33.58177,+21.79319,8317,108.3,282.4,+26.7,,,,,14:27:06,+3.1,-0.3,301.4,106.0,+7959,-0.3,+0.02,+1.0,25,-138,+12,122.2,29.92,+9501,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5544,5544,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+685,,+738,,,+92.0,+106.9,+34.0,+4.7,-97,+4.996,,,+7.6,+7.6,+60.5,+35.2,,,,,
52026.180,1565.62,2,9,2021-03-29 14:27:06,-33.58175,+21.79307,8317,108.3,282.3,+26.7,,,,,14:27:06,+3.1,-0.5,301.3,105.8,+7958,-0.4,+0.02,+1.0,24,-135,+12,122.0,29.92,+9501,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5538,5538,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+92.1,+107.0,+33.9,+4.7,-97,+4.996,,,+7.6,+7.5,+60.6,+34.5,,,,,
52026.310,1565.75,2,9,2021-03-29 14:27:06,-33.58175,+21.79307,8317,108.3,282.3,+26.7,,,,,14:27:06,+3.2,-0.6,301.3,105.8,+7958,-0.4,+0.02,+1.0,24,-132,+12,122.0,29.92,+9492,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5538,5538,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+92.0,+107.0,+33.9,+4.7,-97,+4.996,,,+7.6,+7.5,+60.6,+34.3,,,,,
52026.440,1565.88,2,9,2021-03-29 14:27:06,-33.58173,+21.79295,8317,108.4,282.3,+26.7,,,,,14:27:06,+3.2,-0.7,301.2,105.8,+7958,-0.4,+0.02,+1.0,24,-108,+12,121.9,29.92,+9492,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5538,5538,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.9,+106.8,+33.9,+4.6,-97,+4.996,,,+7.6,+7.5,+60.5,+33.0,,,,,
52026.560,1566.00,2,9,2021-03-29 14:27:06,-33.58170,+21.79284,8317,108.4,282.2,+26.7,,,,,14:27:06,+3.2,-0.8,301.2,105.8,+7958,-0.4,+0.02,+1.0,25,-104,+12,121.9,29.92,+9492,267,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5538,5538,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.9,+106.6,+33.9,+4.6,-97,+4.996,,,+7.6,+7.5,+60.4,+32.2,,,,,
52026.680,1566.12,2,9,2021-03-29 14:27:06,-33.58170,+21.79284,8317,108.4,282.2,+26.7,,,,,14:27:06,+3.2,-0.8,301.1,105.7,+7958,-0.4,+0.02,+1.0,25,-105,+12,121.9,29.92,+9492,266,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5540,5540,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.8,+106.6,+33.9,+4.7,-97,+4.996,,,+7.6,+7.5,+60.4,+34.1,,,,,
52026.810,1566.25,2,9,2021-03-29 14:27:06,-33.58168,+21.79272,8317,108.4,282.2,+26.7,,,,,14:27:07,+3.2,-0.8,301.1,105.7,+7958,-0.4,+0.02,+1.0,25,-111,+12,121.9,29.92,+9492,266,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5540,5540,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.9,+106.7,+33.9,+4.6,-97,+4.996,,,+7.6,+7.5,+60.4,+34.4,,,,,
52026.940,1566.38,2,9,2021-03-29 14:27:06,-33.58168,+21.79272,8317,108.4,282.2,+26.7,,,,,14:27:07,+3.2,-0.8,301.1,105.7,+7958,-0.4,+0.02,+1.0,25,-108,+12,121.9,29.92,+9492,266,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5539,5539,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.9,+106.8,+33.8,+4.6,-97,+4.996,,,+7.6,+7.5,+60.4,+35.5,,,,,
52027.060,1566.50,2,9,2021-03-29 14:27:07,-33.58166,+21.79260,8317,108.4,282.1,+26.7,,,,,14:27:07,+3.2,-0.8,301.1,105.9,+7958,-0.4,+0.02,+1.0,24,-105,+12,122.1,29.92,+9492,266,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5539,5539,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.9,+106.7,+33.8,+4.6,-97,+4.996,,,+7.6,+7.5,+60.3,+35.2,,,,,
52027.180,1566.62,2,9,2021-03-29 14:27:07,-33.58164,+21.79248,8316,108.5,282.1,+26.7,,,,,14:27:07,+3.1,-0.8,301.1,105.9,+7958,-0.3,+0.02,+1.0,24,-113,+12,122.1,29.92,+9492,266,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5542,5542,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.9,+106.7,+33.8,+4.6,-97,+4.996,,,+7.6,+7.5,+60.4,+35.1,,,,,
52027.310,1566.75,2,9,2021-03-29 14:27:07,-33.58164,+21.79248,8316,108.5,282.1,+26.7,,,,,14:27:07,+3.0,-0.8,301.0,105.9,+7958,-0.3,+0.02,+1.0,24,-114,+12,122.1,29.92,+9492,266,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5542,5542,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.9,+106.8,+33.8,+4.6,-97,+4.996,,,+7.6,+7.5,+60.4,+35.1,,,,,
52027.440,1566.88,2,9,2021-03-29 14:27:07,-33.58162,+21.79236,8317,108.6,282.0,+26.7,,,,,14:27:07,+3.0,-0.8,301.0,105.9,+7958,-0.3,+0.02,+1.0,24,-103,+12,122.1,29.92,+9492,266,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5540,5540,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+92.0,+107.0,+33.8,+4.6,-97,+4.996,,,+7.6,+7.5,+60.4,+34.2,,,,,
52027.560,1567.00,2,9,2021-03-29 14:27:07,-33.58160,+21.79225,8317,108.6,281.9,+26.7,,,,,14:27:07,+2.9,-0.8,301.0,106.1,+7958,-0.3,+0.02,+1.0,24,-101,+12,122.3,29.92,+9492,266,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5540,5540,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+92.0,+106.9,+33.7,+4.7,-97,+4.996,,,+7.6,+7.5,+60.3,+34.9,,,,,
52027.680,1567.12,2,9,2021-03-29 14:27:07,-33.58160,+21.79225,8317,108.6,281.9,+26.7,,,,,14:27:07,+2.8,-0.8,300.9,106.1,+7957,-0.3,+0.02,+1.0,24,-109,+12,122.3,29.92,+9492,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5547,5547,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.9,+106.8,+33.7,+4.7,-97,+4.996,,,+7.6,+7.5,+60.3,+33.9,,,,,
52027.810,1567.25,2,9,2021-03-29 14:27:07,-33.58157,+21.79213,8316,108.6,281.9,+26.7,,,,,14:27:08,+2.8,-0.8,300.9,106.0,+7957,-0.3,+0.02,+1.0,24,-110,+12,122.2,29.92,+9492,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5547,5547,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.9,+106.6,+33.7,+4.7,-97,+4.996,,,+7.6,+7.5,+60.4,+33.3,,,,,
52027.940,1567.38,2,9,2021-03-29 14:27:07,-33.58157,+21.79213,8315,108.6,281.9,+26.7,,,,,14:27:08,+2.8,-0.8,300.9,106.0,+7957,-0.3,+0.02,+1.0,24,-98,+12,122.2,29.92,+9492,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5540,5540,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.8,+106.6,+33.7,+4.7,-97,+4.996,,,+7.6,+7.5,+60.3,+33.9,,,,,
52028.060,1567.50,2,9,2021-03-29 14:27:08,-33.58155,+21.79201,8315,108.7,281.9,+26.7,,,,,14:27:08,+2.7,-0.8,300.8,106.1,+7956,-0.3,+0.02,+1.0,24,-108,+12,122.3,29.92,+9492,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5540,5540,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+740,,,+91.9,+106.7,+33.7,+4.7,-97,+4.996,,,+7.6,+7.5,+60.4,+34.1,,,,,
52028.180,1567.62,2,9,2021-03-29 14:27:08,-33.58153,+21.79189,8314,108.7,281.8,+26.7,,,,,14:27:08,+2.7,-0.8,300.8,106.1,+7956,-0.3,+0.02,+1.0,24,-106,+12,122.3,29.92,+9492,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5543,5543,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+740,,,+91.9,+106.7,+33.7,+4.7,-97,+4.996,,,+7.6,+7.5,+60.3,+34.4,,,,,
52028.310,1567.75,2,9,2021-03-29 14:27:08,-33.58153,+21.79189,8314,108.7,281.8,+26.7,,,,,14:27:08,+2.7,-0.8,300.8,106.2,+7956,-0.3,+0.02,+1.0,24,-104,+12,122.4,29.92,+9492,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5543,5543,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+740,,,+91.9,+106.7,+33.7,+4.7,-97,+4.996,,,+7.6,+7.5,+60.3,+35.2,,,,,
52028.440,1567.88,2,9,2021-03-29 14:27:08,-33.58151,+21.79177,8313,108.8,281.7,+26.7,,,,,14:27:08,+2.6,-0.9,300.7,106.2,+7956,-0.3,+0.02,+1.0,24,-86,+12,122.4,29.92,+9492,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5542,5542,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+740,,,+91.9,+106.7,+33.6,+4.7,-97,+4.996,,,+7.6,+7.5,+60.3,+34.1,,,,,
52028.560,1568.00,2,9,2021-03-29 14:27:08,-33.58149,+21.79165,8313,108.8,281.6,+26.7,,,,,14:27:08,+2.6,-0.9,300.6,106.2,+7956,-0.4,+0.02,+1.0,24,-83,+12,122.4,29.92,+9492,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5542,5542,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+740,,,+91.9,+106.7,+33.6,+4.7,-97,+4.996,,,+7.6,+7.5,+60.3,+33.5,,,,,
52028.680,1568.12,2,9,2021-03-29 14:27:08,-33.58149,+21.79165,8313,108.8,281.6,+26.7,,,,,14:27:08,+2.5,-1.0,300.6,106.2,+7955,-0.4,+0.02,+1.0,24,-100,+12,122.4,29.92,+9492,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5541,5541,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+740,,,+92.0,+106.9,+33.6,+4.6,-97,+4.996,,,+7.6,+7.5,+60.4,+32.7,,,,,
52028.810,1568.25,2,9,2021-03-29 14:27:08,-33.58147,+21.79154,8312,108.9,281.5,+26.7,,,,,14:27:09,+2.5,-1.0,300.6,106.3,+7955,-0.4,+0.02,+1.0,24,-112,+12,122.5,29.92,+9492,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5541,5541,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+740,,,+92.0,+106.9,+33.6,+4.6,-97,+4.996,,,+7.6,+7.5,+60.5,+32.4,,,,,
52028.940,1568.38,2,9,2021-03-29 14:27:08,-33.58147,+21.79154,8311,108.9,281.5,+26.7,,,,,14:27:09,+2.5,-0.9,300.7,106.4,+7955,-0.3,+0.02,+1.0,24,-105,+12,122.6,29.92,+9492,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5543,5543,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+740,,,+91.9,+106.6,+33.6,+4.6,-97,+4.996,,,+7.6,+7.5,+60.4,+33.4,,,,,
52029.060,1568.50,2,9,2021-03-29 14:27:09,-33.58145,+21.79142,8311,108.9,281.5,+26.7,,,,,14:27:09,+2.5,-0.8,300.8,106.4,+7954,-0.3,+0.02,+1.0,24,-111,+12,122.6,29.92,+9492,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5543,5543,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+740,,,+91.8,+106.5,+33.5,+4.7,-97,+4.996,,,+7.6,+7.5,+60.3,+32.9,,,,,
52029.180,1568.62,2,9,2021-03-29 14:27:09,-33.58143,+21.79130,8311,108.9,281.4,+26.7,,,,,14:27:09,+2.5,-0.6,300.8,106.5,+7954,-0.2,+0.02,+1.0,25,-121,+12,122.7,29.92,+9492,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5545,5545,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+740,,,+91.8,+106.5,+33.5,+4.7,-97,+4.996,,,+7.6,+7.5,+60.3,+32.5,,,,,
52029.310,1568.75,2,9,2021-03-29 14:27:09,-33.58143,+21.79130,8311,108.9,281.4,+26.7,,,,,14:27:09,+2.5,-0.5,300.8,106.5,+7954,-0.2,+0.02,+1.0,25,-125,+12,122.8,29.92,+9486,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5545,5545,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.8,+106.6,+33.5,+4.7,-97,+4.996,,,+7.6,+7.5,+60.5,+32.7,,,,,
52029.440,1568.88,2,9,2021-03-29 14:27:09,-33.58141,+21.79118,8311,109.0,281.3,+26.7,,,,,14:27:09,+2.5,-0.3,300.8,106.5,+7954,-0.2,+0.02,+1.0,25,-116,+12,122.8,29.92,+9486,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5543,5543,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.9,+106.7,+33.5,+4.7,-97,+4.996,,,+7.6,+7.5,+60.4,+32.6,,,,,
52029.560,1569.00,2,9,2021-03-29 14:27:09,-33.58139,+21.79106,8310,109.1,281.3,+26.7,,,,,14:27:09,+2.5,-0.2,300.8,106.7,+7954,-0.2,+0.02,+1.1,26,-123,+12,123.0,29.92,+9486,265,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5543,5543,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.9,+106.6,+33.4,+4.7,-97,+4.996,,,+7.6,+7.5,+60.4,+33.5,,,,,
52029.680,1569.12,2,9,2021-03-29 14:27:09,-33.58139,+21.79106,8310,109.1,281.3,+26.7,,,,,14:27:09,+2.5,-0.2,300.7,106.7,+7953,-0.2,+0.02,+1.1,26,-135,+12,123.0,29.92,+9486,264,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5547,5547,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.8,+106.6,+33.4,+4.7,-97,+4.996,,,+7.6,+7.5,+60.4,+33.3,,,,,
52029.810,1569.25,2,9,2021-03-29 14:27:09,-33.58138,+21.79095,8309,109.1,281.2,+26.7,,,,,14:27:10,+2.5,-0.2,300.6,106.7,+7952,-0.2,+0.02,+1.1,25,-138,+12,123.1,29.92,+9486,264,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5547,5547,22.0,0.0,0.0,4.7,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.9,+106.7,+33.4,+4.7,-97,+4.996,,,+7.6,+7.5,+60.3,+32.8,,,,,
52029.940,1569.38,2,9,2021-03-29 14:27:09,-33.58138,+21.79095,8310,109.1,281.2,+26.7,,,,,14:27:10,+2.5,-0.3,300.5,106.7,+7952,-0.3,+0.02,+1.0,25,-138,+12,123.1,29.92,+9486,264,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,1,0,2000,,,5544,5544,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+92.0,+106.8,+33.4,+4.6,-97,+4.996,,,+7.6,+7.5,+60.4,+30.7,,,,,
52030.060,1569.50,2,9,2021-03-29 14:27:10,-33.58135,+21.79083,8310,109.1,281.2,+26.7,,,,,14:27:10,+2.5,-0.3,300.5,106.8,+7951,-0.3,+0.02,+1.0,25,-141,+12,123.1,29.92,+9486,264,21,133,,165.0,-2600,,,,,,,,,,,,,,,,,,3,0,0,2000,,,5544,5544,22.0,0.0,0.0,4.6,,,10.5,13.7,,-1.9,208.4,188.0,,,,,,,,+28,,+686,,+739,,,+91.9,+106.8,+33.4,+4.6,-97,+4.996,,,+7.6,+7.5,+60.4,+30.6,,,,,
