x,Flaps Up,Flaps 1,Flaps 5,Flaps 10,Flaps 20,Flaps 25,Flaps 30
21.08695652,-0.341367303,-0.3590488,-0.441198097,-0.334350939,-0.308617554,-0.342720983,-0.379690592
21.18729097,-0.346833532,-0.36304565,-0.449428333,-0.336707755,-0.311730541,-0.347937428,-0.384692399
21.28762542,-0.351753196,-0.366767267,-0.456701709,-0.339981274,-0.315222005,-0.353161675,-0.390415975
21.38795987,-0.356350968,-0.370283034,-0.464143644,-0.343960024,-0.319134022,-0.358394592,-0.396941564
21.48829431,-0.360948739,-0.373798801,-0.471585578,-0.347938775,-0.323616324,-0.363756254,-0.406338824
21.58862876,-0.365225539,-0.376803533,-0.481810325,-0.353665134,-0.328738207,-0.369875064,-0.418799709
21.68896321,-0.369486205,-0.379656984,-0.493106565,-0.359877762,-0.334812284,-0.377546571,-0.431302502
21.78929766,-0.373820781,-0.382445558,-0.503548988,-0.366464564,-0.341864777,-0.385265165,-0.441516594
21.88963211,-0.378258248,-0.385174293,-0.512828497,-0.373484644,-0.348972215,-0.393109709,-0.451800572
21.98996656,-0.382737116,-0.387941011,-0.522074615,-0.380528332,-0.355832793,-0.401860723,-0.46358283
22.090301,-0.387456097,-0.391080288,-0.531559378,-0.388142237,-0.362591324,-0.411487169,-0.477948131
22.19063545,-0.392207418,-0.394294289,-0.54099064,-0.395970545,-0.369474898,-0.421614698,-0.495156423
22.2909699,-0.397217905,-0.398116114,-0.549640867,-0.405300448,-0.377101368,-0.431174352,-0.50934339
22.39130435,-0.402486141,-0.402443243,-0.557621838,-0.414356017,-0.385949885,-0.440163364,-0.520775818
22.4916388,-0.408002486,-0.407272533,-0.566535965,-0.422146141,-0.396474013,-0.449145765,-0.531903748
22.59197324,-0.413476995,-0.412191329,-0.57765842,-0.429760194,-0.408854986,-0.458619359,-0.544619055
22.69230769,-0.418742163,-0.417280873,-0.592651633,-0.4370462,-0.420969007,-0.468568764,-0.56338929
22.79264214,-0.423570073,-0.422284268,-0.603802447,-0.444573232,-0.431767545,-0.478687126,-0.584420055
22.89297659,-0.427915211,-0.426990659,-0.611961704,-0.452961325,-0.441573555,-0.488785322,-0.604070368
22.99331104,-0.432003964,-0.431346781,-0.619647138,-0.462135065,-0.451188711,-0.498794281,-0.621634057
23.09364548,-0.436058399,-0.435473203,-0.627919283,-0.470722196,-0.46156687,-0.509081679,-0.635491205
23.19397993,-0.440276813,-0.439374036,-0.637873016,-0.47825634,-0.472018654,-0.51957374,-0.649462206
23.29431438,-0.444674126,-0.443200451,-0.648974349,-0.485424481,-0.482322044,-0.53345377,-0.668845113
23.39464883,-0.449812357,-0.44696707,-0.662289406,-0.492904837,-0.492660349,-0.547262927,-0.687653828
23.49498328,-0.455856997,-0.450812264,-0.673868984,-0.501916218,-0.503596101,-0.557497114,-0.706969707
23.59531773,-0.462563343,-0.454815212,-0.682866231,-0.512322528,-0.514903461,-0.566390733,-0.726264344
23.69565217,-0.469103974,-0.458886518,-0.691840148,-0.522199418,-0.525725594,-0.576333259,-0.741523266
23.79598662,-0.474698422,-0.463280636,-0.701538715,-0.530288886,-0.535802759,-0.590526798,-0.758840832
23.89632107,-0.479641088,-0.467859232,-0.712218123,-0.537840726,-0.546821312,-0.605441063,-0.7786466
23.99665552,-0.484419079,-0.472549258,-0.723420966,-0.545372334,-0.562644177,-0.618827717,-0.800705051
24.09698997,-0.48880815,-0.477580053,-0.736138263,-0.553293921,-0.576146188,-0.631736178,-0.822088615
24.19732441,-0.493193042,-0.482632382,-0.748828475,-0.5613347,-0.585488854,-0.643776273,-0.842400182
24.29765886,-0.497672667,-0.487628572,-0.759144881,-0.570319568,-0.594455423,-0.654706583,-0.857268383
24.39799331,-0.502304059,-0.492426638,-0.76903063,-0.580999906,-0.604497729,-0.665655777,-0.867920842
24.49832776,-0.507059543,-0.496940992,-0.779713885,-0.593291091,-0.615723909,-0.680899236,-0.877945719
24.59866221,-0.511889295,-0.501260433,-0.791061674,-0.605158448,-0.627014208,-0.699694681,-0.890074995
24.69899666,-0.516794796,-0.505354377,-0.803253726,-0.614759964,-0.637189545,-0.712419831,-0.924499064
24.7993311,-0.521744427,-0.509340011,-0.815721126,-0.623405676,-0.647313872,-0.725594949,-0.957817723
24.89966555,-0.526719861,-0.513249631,-0.826548582,-0.631751251,-0.657359251,-0.741343217,-0.988964732
25,-0.531717288,-0.517094461,-0.835978204,-0.639840999,-0.667568892,-0.754708288,-1.023531196
